,Text
984,"Manuel Almunia, the Gunners' goalkeeper chosen over Jens Lehmann, made a good save on a powerful shot from Frank Lampard."
985,"Arsenal finished the game strongly and created an excellent opportunity for Henry, who missed a left-foot shot from eight yards."
986,Henry Cole is 29 years old.
987,"Cech, Paulo Ferreira, Ricardo Carvalho, Terry, Gallas, Duff, Tiago, Makelele, Lampard, Robben, Gudjohnsen."
988,"Terry is 17 years old and Gudjohnsen is 46 years old, with a total of 38,153 years between them."
989,Poll G from Hertfordshire.
990,"Olly Barkley, the England centre, has been deemed fit for Sunday's Six Nations clash against Ireland at Lansdowne Road."
991,"Andy Robinson, the England coach, may decide to take a risk by selecting the inexperienced Sale Sharks prop Andrew Sheridan for his front row."
992,"Despite two lacklustre wins against Scotland and England, Wing Christophe Dominici believes that France can still achieve another Six Nations Grand Slam."
993,France will face Wales at the Stade de France on 26 February and Ireland in Dublin on 12 March.
994,Wales achieved their first victory on the road in the RBS Six Nations in almost four years by securing a six-try win in Rome.
995,"Despite Gavin Henson's heroics against England, Stephen Jones, who kept the kicking duties, successfully converted a difficult kick from a wide angle."
996,"In the 21st minute, Wales took back control by scoring a second try, with Henson launching a high kick to the left corner where Shanklin outjumped Nitoglia to score his 15th Test try."
997,"Jones' successful conversions gave Wales a comfortable 33-8 lead, allowing them to bring on five more replacements for the final quarter."
998,"G Intoppa, S Perugini, CA del Fava, D dal Maso, P Griffen, M Barbini, KP Robertson. G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.

Alternative: The team consists of G Intoppa, S Perugini, CA del Fava, D dal Maso, P Griffen, M Barbini, KP"
999,"R McBryde, J Yapp, I Gough, R Sowden-Taylor, G Cooper, C Sweeney, K Morgan, and Andrew Cole (Australia) are part of the team."
1000,Marat Safin faced a surprising defeat against unseeded Nicolas Kiefer in the first round of the Dubai Tennis Championships.
1001,Paula Radcliffe has urged for athletes caught using drugs to be treated like criminals.
1002,"At a time when several American sports stars are under suspicion of steroid use, Radcliffe's remarks have come to light."
1003,"On Saturday, 26 February, at Stade de France in Paris."
1004,"At 1600 GMT, BBC1, Radio 4 LW, and this website will be broadcasting."
1005,"France, despite defeating Scotland and England, played unexciting and uninspired rugby in both matches."
1006,"Despite their stuttering performances in their first two matches, the defending champions France remain undefeated."
1007,"W Servat, O Milloud, G Lamboley, I Harinordoquy, P Mignoni, F Michalak, J-P Grandclaude. G Thomas (capt); K Morgan, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; R Jones, M Williams, M Owen. 

Another way to write the first sentence: The lineup includes W Servat, O Milloud, G Lamboley, I Harinordoquy,"
1008,"R McBryde, J Yapp, J Thomas, R Sowden-Taylor, G Cooper, C Sweeney, and R Williams."
1009,"Starting 2005, Kelly Holmes will participate in a series of races in Britain."
1010,"During a year in Irish rugby, there was once a single subliminal moment that stood out more than most."
1011,"Ireland's representation is set to be the largest ever, albeit in a proposed 44-man squad."
1012,The full interview on Sport on Five and the BBC Sport website can be heard at 1900 GMT.
1013,"He responded to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen by insisting that talks on new investment are ongoing, but he also mentioned that the door remains open for shareholder and lifelong fan Steve Morgan."
1014,"During negotiations for striker Fernando Morientes, they inquired about the England midfield man's availability."
1015,Steven's desire to win trophies with Liverpool surpasses any other ambition he may have.
1016,"In the past, deals have been completed at prices that were too low and not worth considering."
1017,"If there is no investment, I would accept £50m, but if there is, then keep him."
1018,"By skillfully crafting a statement, the club has successfully compelled Gerrard to publicly decide for himself, a move I believe is appropriate."
1019,"Realistically, a budget of £50 million would enable Rafa to fully revamp the squad, but if we manage to do this while retaining Gerrard, it would be beneficial."
1020,I would choose to retain Gerrard.
1021,"Ronan O'Gara, the Ireland fly-half, described the team's 19-13 victory over England as a ""special"" win."
1022,"Eddie O'Sullivan, the coach of Ireland, expressed surprise at England coach Andy Robinson's assertion that he was certain Mark Cueto was onside for a disallowed try just before the break."
1023,"Kelly Holmes has been selected to compete in both the 800m and 1500m events at the upcoming European Indoor Championships next month, despite not yet confirming her availability."
1024,"Jason Gardener, the defending 60m champion, is set to compete for his third consecutive gold medal."
1025,"T Abeyie represents Woodford Green with Essex Ladies, C Lambert is from Belgrave Harriers, and D Garland competes for Channel Islands AC."
1026,"J McIlroy from Windsor, Slough, Eton and Hounslow AC, Jimmy Watkins from Cardiff AAC, Ed Jackson from Aldershot, Farnham and District, N Speaight from Belgrave Harriers, and J Thie from Cardiff AAC were all mentioned."
1027,"A Baddeley from Harrow AC, M Farah from Windsor, Slough, Eton and Hounslow AC, J Mayock from Barnsley AC, D Greaves from Newham and Essex Beagles, A Scott from Shaftesbury Barnet Harriers, and A Turner from Notts AC."
1028,"B Challenger from Belgrave Harriers competes in the pole vault event alongside N Buckfield from Crawley AC and N Morgan from Birchfield Harriers, as well as C Tomlinson from Newham and Essex Beagles."
1029,"Shaftesbury Barnet Harriers' L Achike, Oxford City AC's N Douglas, and Belgrave Harriers' P Idowu are among the athletes listed."
1030,"K Endacott from City of Plymouth AC, J Kwakye from Woodford Green with Essex Ladies, J Maduaka from Woodford Green with Essex Ladies, and K Wall from Basildon AC are listed."
1031,"K Holmes from Ealing, Southall and Middlesex AC is listed alongside H Clitheroe from Preston Harriers."
1032,"J Pavey from Exeter Harriers, D Allahgreen from Trafford AC, and S Claxton from Belgrave Harriers are listed."
1033,J Crane from Sale Harriers Manchester and S Jones and J Whitlock from Trafford AC.
1034,J Johnson from Herne Hill Harriers and K Sotherton from Birchfield Harriers.
1035,"D Fraser from Croydon Harriers, L McConnell from Shaftesbury Barnet Harriers, C Murphy from Woodford Green with Essex Ladies, and M Purkiss from Southampton AC."
1036,Thomas Hitzlsperger of Aston Villa is holding off on signing a new contract with the club until he knows the future of manager David O'Leary.
1037,"O'Leary is seeking to secure satisfactory contracts for his backroom staff, assistant manager Roy Aitken and fitness coach Steve McGregor, that will keep them at Villa until the summer of 2008."
1038,"Tama Umaga, the captain of the All Blacks, has cautioned that the British and Irish Lions will be his toughest opponents yet during their upcoming summer tour."
1039,"When Woodward was appointed last year, there was a widespread belief that he would heavily rely on his former England players."
1040,"Umaga acknowledged that the fear of injury was on his mind before Saturday's charity game, which will feature several prominent players such as George Gregan, Andrew Mehrtens, and Chris Latham."
1041,Paula Radcliffe has confirmed her participation in the Flora London Marathon this year after finalizing her 2005 schedule.
1042,"The Bedford star made her return to London a year later, breaking her mixed-race world record of 2:17:18, set in Chicago in October 2003, by one minute and 53 seconds."
1043,"Mia Hamm, a legendary figure in women's football, has played her last match."
1044,"An Australian-dominated Barbarians team was no match for New Zealand, who easily secured a victory to conclude their unbeaten northern hemisphere tour."
1045,"Adrian Mutu, the disgraced former Chelsea striker, is set to enter discussions with Juventus in search of a new club."
1046,Stefan Koubek has revealed that he received a three-month ban from the International Tennis Federation (ITF) for testing positive for a banned substance.
1047,"Leicester is not in a hurry to make a bid for Andy Farrell if he decides to switch codes, according to Tigers boss John Wells."
1048,"Should he decide to switch to union, Wells thinks he would be more suited to playing in the backs, at least at first."
1049,Lewis Moody has traveled to Dublin to link up with England's squad ahead of their RBS Six Nations match against Ireland on Sunday.
1050,"Moody required intravenous antibiotics to treat his infected finger, which he injured while playing against France at Twickenham."
